[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://affiliate.bitfinex.com:8080
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://api-pub.bitfinex.com:8080
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://api-pub.bitfinex.com
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://affiliate.bitfinex.com
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://blog.bitfinex.com:8443
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://api.bitfinex.com
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://kyc.bitfinex.com
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://kyc.bitfinex.com:8080
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://developers.bitfinex.com
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://docs.bitfinex.com
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://blog.bitfinex.com:8080
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://cs.bitfinex.com
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://leaderboard.bitfinex.com:8080
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://docs.bitfinex.com:8080
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://honey.bitfinex.com:8080
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://honey.bitfinex.com
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://ln.bitfinex.com:8443
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://leo.bitfinex.com:8443
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://kyc.bitfinex.com:8443
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://leo.bitfinex.com:8080
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://leaderboard.bitfinex.com:8443
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://mercuryo-card.bitfinex.com
[2021-06-25 13:33:47] [dns-waf-detect:cloudflare] [dns] [info] http://leo.bitfinex.com
